CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,Country,Cluster,ClusterLabel,CLV,ChurnRisk,ChurnScore,R_Score,F_Score,M_Score,RFM_Score,Segment,Recommendation
15856,4,27,16387.57,25.40708527131783,11005,295,United Kingdom,3,High Value,18306.71,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
15857,19,1,297.0,21.214285714285715,308,14,United Kingdom,0,Active Mid,283.26,Low,5.1,3,1,1,5,At Risk,Send re-engagement email with offers
15858,16,5,1438.85,7.533246073298429,1167,145,United Kingdom,0,Active Mid,1410.24,Low,4.3,4,4,3,11,Champions,Reward with loyalty program & early access
15860,41,8,977.21,6.881760563380282,440,105,United Kingdom,0,Active Mid,903.39,Low,11.0,3,4,3,10,Champions,Reward with loyalty program & early access
15861,12,8,3165.36,5.797362637362638,2544,339,United Kingdom,0,Active Mid,3181.07,Low,3.2,4,4,4,12,Champions,Reward with loyalty program & early access
15862,8,4,832.88,5.665850340136054,585,142,United Kingdom,0,Active Mid,830.66,Low,2.1,4,3,3,10,Champions,Reward with loyalty program & early access
15863,26,2,68.84,3.8244444444444445,19,18,United Kingdom,0,Active Mid,64.67,Low,7.0,3,2,1,6,Potential Loyalists,Offer membership & personalized offers
15864,22,6,1936.3200000000002,96.816,1192,16,United Kingdom,0,Active Mid,1874.74,Low,5.9,3,4,4,11,Champions,Reward with loyalty program & early access
15865,41,3,895.13,22.37825,368,37,United Kingdom,0,Active Mid,808.44,Low,11.0,3,3,3,9,Loyal Customers,Upsell premium products & bundles
15866,101,1,230.53,5.122888888888889,126,43,United Kingdom,0,Active Mid,169.08,High,27.0,2,1,1,4,At Risk,Send win-back campaign with 20% discount
15867,5,15,3812.64,8.270368763557483,2054,302,United Kingdom,3,High Value,4031.65,Low,1.3,4,4,4,12,Champions,Reward with loyalty program & early access
15869,277,2,149.64,9.975999999999999,175,13,United Kingdom,1,Dormant Low,39.18,High,74.1,1,2,1,4,At Risk,Send win-back campaign with 20% discount
15870,33,1,354.09000000000003,4.659078947368421,335,68,United Kingdom,0,Active Mid,324.39,Low,8.8,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
15872,15,2,360.93,2.819765625,212,101,United Kingdom,0,Active Mid,349.77,Low,4.0,4,2,2,8,Loyal Customers,Upsell premium products & bundles
15874,64,7,4405.88,36.71566666666667,2534,110,United Kingdom,0,Active Mid,3774.25,Medium,17.1,2,4,4,10,Champions,Reward with loyalty program & early access
15877,2,2,493.28,3.823875968992248,371,122,United Kingdom,0,Active Mid,495.34,Low,0.5,4,2,2,8,Loyal Customers,Upsell premium products & bundles
15880,369,1,343.28000000000003,3.2693333333333334,211,95,United Kingdom,1,Dormant Low,4.61,High,98.7,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15881,312,5,501.39000000000004,17.289310344827587,260,26,United Kingdom,1,Dormant Low,85.11,High,83.4,1,4,2,7,Potential Loyalists,Offer membership & personalized offers
15882,199,4,516.36,22.450434782608696,276,23,United Kingdom,1,Dormant Low,246.24,High,53.2,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
15883,2,2,396.48,8.091428571428573,223,42,United Kingdom,0,Active Mid,398.13,Low,0.5,4,2,2,8,Loyal Customers,Upsell premium products & bundles
15885,93,3,379.35,21.075000000000003,111,18,United Kingdom,0,Active Mid,289.11,High,24.9,2,3,2,7,Potential Loyalists,Offer membership & personalized offers
15886,60,1,181.09,15.090833333333334,147,12,United Kingdom,0,Active Mid,152.77,Medium,16.0,2,1,1,4,At Risk,Send re-engagement email with offers
15888,81,1,168.31,14.025833333333333,76,11,United Kingdom,0,Active Mid,132.49,Medium,21.7,2,1,1,4,At Risk,Send re-engagement email with offers
15889,157,2,446.87,4.80505376344086,215,79,United Kingdom,1,Dormant Low,261.76,High,42.0,1,2,2,5,At Risk,Send win-back campaign with 20% discount
15891,227,1,524.52,8.459999999999999,442,60,United Kingdom,1,Dormant Low,207.15,High,60.7,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15894,253,2,263.55,6.4280487804878055,168,35,United Kingdom,1,Dormant Low,86.08,High,67.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
15895,150,1,179.17,16.288181818181815,94,11,United Kingdom,1,Dormant Low,107.82,High,40.1,1,1,1,3,Lost,Last chance discount or remove from list
15897,194,2,222.05,9.252083333333333,261,17,United Kingdom,1,Dormant Low,107.89,High,51.9,1,2,1,4,At Risk,Send win-back campaign with 20% discount
15898,1,5,1388.88,16.149767441860465,570,70,United Kingdom,0,Active Mid,1418.3,Low,0.3,4,4,3,11,Champions,Reward with loyalty program & early access
15899,369,1,56.25,14.0625,39,4,United Kingdom,1,Dormant Low,0.76,High,98.7,1,1,1,3,Lost,Last chance discount or remove from list
15900,24,1,351.11,6.884509803921569,221,44,United Kingdom,0,Active Mid,330.15,Low,6.4,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
15901,17,3,363.88,3.136896551724138,384,102,United Kingdom,0,Active Mid,352.33,Low,4.5,4,3,2,9,Loyal Customers,Upsell premium products & bundles
15903,10,7,5126.76,69.28054054054054,2410,46,United Kingdom,0,Active Mid,5156.8,Low,2.7,4,4,4,12,Champions,Reward with loyalty program & early access
15904,8,1,164.68,5.489333333333334,84,30,United Kingdom,0,Active Mid,161.93,Low,2.1,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
15906,20,7,1567.69,10.451266666666667,544,113,United Kingdom,0,Active Mid,1533.55,Low,5.3,3,4,3,10,Champions,Reward with loyalty program & early access
15907,4,3,967.45,3.8853413654618474,509,175,United Kingdom,0,Active Mid,970.84,Low,1.1,4,3,3,10,Champions,Reward with loyalty program & early access
15909,174,1,191.94,27.419999999999998,98,7,United Kingdom,1,Dormant Low,103.13,High,46.5,1,1,1,3,Lost,Last chance discount or remove from list
15910,1,8,1232.18,4.614906367041199,1015,215,United Kingdom,0,Active Mid,1275.92,Low,0.3,4,4,3,11,Champions,Reward with loyalty program & early access
15912,178,2,264.62,13.927368421052632,185,19,United Kingdom,1,Dormant Low,140.0,High,47.6,1,2,1,4,At Risk,Send win-back campaign with 20% discount
15916,16,8,1528.09,9.858645161290323,757,124,United Kingdom,0,Active Mid,1518.71,Low,4.3,4,4,3,11,Champions,Reward with loyalty program & early access
15917,248,1,123.1,10.258333333333333,42,12,United Kingdom,1,Dormant Low,41.67,High,66.3,1,1,1,3,Lost,Last chance discount or remove from list
15918,191,2,334.23,8.35575,153,33,United Kingdom,1,Dormant Low,165.11,High,51.1,1,2,2,5,At Risk,Send win-back campaign with 20% discount
15919,20,2,639.89,4.4747552447552446,545,103,United Kingdom,0,Active Mid,611.47,Low,5.3,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
15920,154,4,167.5,2.7916666666666665,99,53,United Kingdom,1,Dormant Low,100.42,High,41.2,1,3,1,5,At Risk,Send win-back campaign with 20% discount
15921,173,1,336.03000000000003,13.441200000000002,166,24,United Kingdom,1,Dormant Low,181.46,High,46.3,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15922,373,1,369.5,33.59090909090909,138,11,United Kingdom,1,Dormant Low,0.99,High,99.7,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15923,373,1,127.08,6.051428571428572,122,21,United Kingdom,1,Dormant Low,0.34,High,99.7,1,1,1,3,Lost,Last chance discount or remove from list
15925,194,1,207.15,17.2625,93,12,United Kingdom,1,Dormant Low,100.17,High,51.9,1,1,1,3,Lost,Last chance discount or remove from list
15930,67,1,426.63,20.315714285714286,139,21,United Kingdom,0,Active Mid,351.88,Medium,17.9,2,1,2,5,At Risk,Send re-engagement email with offers
15932,4,8,2495.87,21.703217391304346,2325,93,United Kingdom,0,Active Mid,2563.69,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
15933,21,3,1107.46,14.965675675675676,885,63,United Kingdom,0,Active Mid,1060.28,Low,5.6,3,3,3,9,Loyal Customers,Upsell premium products & bundles
15935,239,2,416.86,34.73833333333334,115,12,United Kingdom,1,Dormant Low,151.91,High,63.9,1,2,2,5,At Risk,Send win-back campaign with 20% discount
15937,64,1,145.35,20.764285714285712,73,7,United Kingdom,0,Active Mid,121.05,Medium,17.1,2,1,1,4,At Risk,Send re-engagement email with offers
15938,112,5,404.58,22.476666666666667,240,13,United Kingdom,0,Active Mid,290.2,High,29.9,2,4,2,8,Loyal Customers,Upsell premium products & bundles
15939,90,15,6115.01,80.46065789473684,4728,28,United Kingdom,3,High Value,4976.75,Medium,24.1,2,4,4,10,Champions,Reward with loyalty program & early access
15940,311,1,35.8,35.8,4,1,United Kingdom,1,Dormant Low,6.06,High,83.2,1,1,1,3,Lost,Last chance discount or remove from list
15942,134,1,337.44,24.102857142857143,232,14,United Kingdom,0,Active Mid,217.58,High,35.8,2,1,2,5,At Risk,Send win-back campaign with 20% discount
15944,277,1,325.1,54.18333333333334,50,6,United Kingdom,1,Dormant Low,84.72,High,74.1,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15945,365,1,181.0,90.5,52,2,United Kingdom,1,Dormant Low,4.38,High,97.6,1,1,1,3,Lost,Last chance discount or remove from list
15947,83,1,1708.24,58.9048275862069,898,29,United Kingdom,0,Active Mid,1335.5,Medium,22.2,2,1,4,7,Potential Loyalists,Offer membership & personalized offers
15948,8,2,955.24,15.920666666666667,567,51,United Kingdom,0,Active Mid,943.75,Low,2.1,4,2,3,9,Loyal Customers,Upsell premium products & bundles
15949,17,2,364.72,19.19578947368421,284,12,United Kingdom,0,Active Mid,351.47,Low,4.5,4,2,2,8,Loyal Customers,Upsell premium products & bundles
15950,32,4,1765.51,18.015408163265306,729,86,United Kingdom,0,Active Mid,1645.35,Low,8.6,3,3,4,10,Champions,Reward with loyalty program & early access
15951,9,2,708.22,17.273658536585366,313,36,United Kingdom,0,Active Mid,697.79,Low,2.4,4,2,3,9,Loyal Customers,Upsell premium products & bundles
15952,34,4,806.57,8.863406593406594,399,65,United Kingdom,0,Active Mid,747.28,Low,9.1,3,3,3,9,Loyal Customers,Upsell premium products & bundles
15953,15,8,1659.3799999999999,16.932448979591836,892,63,United Kingdom,0,Active Mid,1653.8,Low,4.0,4,4,3,11,Champions,Reward with loyalty program & early access
15955,24,14,4416.26,24.13256830601093,2135,137,United Kingdom,0,Active Mid,4409.71,Low,6.4,3,4,4,11,Champions,Reward with loyalty program & early access
15957,32,1,428.89,10.211666666666666,211,40,United Kingdom,0,Active Mid,394.07,Low,8.6,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
15958,74,1,104.35,14.907142857142857,33,7,United Kingdom,0,Active Mid,84.1,Medium,19.8,2,1,1,4,At Risk,Send re-engagement email with offers
15963,20,2,470.76,16.812857142857144,298,26,United Kingdom,0,Active Mid,449.85,Low,5.3,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
15965,17,4,845.64,6.931475409836065,453,88,United Kingdom,0,Active Mid,822.65,Low,4.5,4,3,3,10,Champions,Reward with loyalty program & early access
15967,23,2,418.83,4.986071428571428,211,73,United Kingdom,0,Active Mid,396.83,Low,6.1,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
15969,3,3,666.1,33.305,124,20,United Kingdom,0,Active Mid,670.24,Low,0.8,4,3,2,9,Loyal Customers,Upsell premium products & bundles
15970,304,1,314.1,28.55454545454546,116,11,United Kingdom,1,Dormant Low,59.07,High,81.3,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15971,18,12,4199.85,119.9957142857143,1717,10,United Kingdom,0,Active Mid,4227.25,Low,4.8,4,4,4,12,Champions,Reward with loyalty program & early access
15973,367,1,307.82000000000005,76.95500000000001,106,4,United Kingdom,1,Dormant Low,5.79,High,98.1,1,1,2,4,At Risk,Send win-back campaign with 20% discount
15974,39,7,3442.15,19.557670454545455,2262,141,United Kingdom,0,Active Mid,3186.47,Low,10.4,3,4,4,11,Champions,Reward with loyalty program & early access
15975,84,1,371.01,15.45875,243,24,United Kingdom,0,Active Mid,289.06,Medium,22.5,2,1,2,5,At Risk,Send re-engagement email with offers
15976,165,2,430.94,4.39734693877551,277,83,United Kingdom,1,Dormant Low,243.12,High,44.1,1,2,2,5,At Risk,Send win-back campaign with 20% discount
15977,17,2,1054.73,16.226615384615386,1016,48,United Kingdom,0,Active Mid,1016.42,Low,4.5,4,2,3,9,Loyal Customers,Upsell premium products & bundles
15978,77,1,1098.78,22.42408163265306,888,49,United Kingdom,0,Active Mid,876.74,Medium,20.6,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
15980,89,3,2398.86,55.78744186046512,1560,40,United Kingdom,0,Active Mid,1854.25,Medium,23.8,2,3,4,9,Loyal Customers,Upsell premium products & bundles
15981,25,8,3408.48,35.13896907216495,1866,53,United Kingdom,0,Active Mid,3302.39,Low,6.7,3,4,4,11,Champions,Reward with loyalty program & early access
15983,22,4,1475.02,13.053274336283186,892,82,United Kingdom,0,Active Mid,1414.82,Low,5.9,3,3,3,9,Loyal Customers,Upsell premium products & bundles
15984,3,10,2837.67,10.50988888888889,1843,217,United Kingdom,0,Active Mid,2949.59,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
15985,123,2,1142.42,30.876216216216218,1086,29,United Kingdom,0,Active Mid,774.04,High,32.9,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
15986,30,1,168.12,12.008571428571429,268,14,United Kingdom,0,Active Mid,155.37,Low,8.0,3,1,1,5,At Risk,Send re-engagement email with offers
15987,12,7,1451.28,10.366285714285715,1556,110,United Kingdom,0,Active Mid,1451.76,Low,3.2,4,4,3,11,Champions,Reward with loyalty program & early access
15988,19,1,158.03,5.852962962962963,181,26,United Kingdom,0,Active Mid,150.72,Low,5.1,3,1,1,5,At Risk,Send re-engagement email with offers
15990,44,2,792.11,15.232884615384616,443,52,United Kingdom,0,Active Mid,705.61,Low,11.8,3,2,3,8,Loyal Customers,Upsell premium products & bundles
15992,4,1,41.989999999999995,13.996666666666664,17,3,United Kingdom,0,Active Mid,41.74,Low,1.1,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
15993,9,7,2797.57,5.068061594202899,2051,335,United Kingdom,0,Active Mid,2821.69,Low,2.4,4,4,4,12,Champions,Reward with loyalty program & early access
15994,55,1,427.07,12.202,177,31,United Kingdom,0,Active Mid,366.01,Medium,14.7,2,1,2,5,At Risk,Send re-engagement email with offers
15996,88,6,1060.68,8.159076923076924,384,103,United Kingdom,0,Active Mid,834.39,Medium,23.5,2,4,3,9,Loyal Customers,Upsell premium products & bundles
15998,37,5,3089.97,6.106660079051383,2041,370,United Kingdom,0,Active Mid,2850.89,Low,9.9,3,4,4,11,Champions,Reward with loyalty program & early access
16000,3,3,12393.7,1377.0777777777778,5110,9,United Kingdom,0,Active Mid,12470.76,Low,0.8,4,3,4,11,Champions,Reward with loyalty program & early access
16003,30,5,2735.37,26.556990291262135,1185,82,United Kingdom,0,Active Mid,2576.15,Low,8.0,3,4,4,11,Champions,Reward with loyalty program & early access
16005,12,4,615.39,2.822889908256881,300,173,United Kingdom,0,Active Mid,607.04,Low,3.2,4,3,2,9,Loyal Customers,Upsell premium products & bundles
16006,211,1,101.4,12.675,84,8,United Kingdom,1,Dormant Low,44.4,High,56.4,1,1,1,3,Lost,Last chance discount or remove from list
16007,48,4,1701.94,4.420623376623377,1393,221,United Kingdom,0,Active Mid,1511.9,Medium,12.8,3,3,4,10,Champions,Reward with loyalty program & early access
16008,24,3,478.78,14.508484848484848,323,29,United Kingdom,0,Active Mid,454.49,Low,6.4,3,3,2,8,Loyal Customers,Upsell premium products & bundles
16009,22,4,992.71,11.030111111111111,378,68,United Kingdom,0,Active Mid,952.2,Low,5.9,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16010,246,3,407.5,4.738372093023256,210,62,United Kingdom,1,Dormant Low,141.47,High,65.8,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
16011,8,16,3362.71,15.86183962264151,2042,99,United Kingdom,3,High Value,3542.71,Low,2.1,4,4,4,12,Champions,Reward with loyalty program & early access
16012,35,3,1415.29,15.05627659574468,799,87,United Kingdom,0,Active Mid,1301.26,Low,9.4,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16013,4,47,37130.6,267.126618705036,15536,30,United Kingdom,3,High Value,44994.12,Low,1.1,4,4,4,12,Champions,Reward with loyalty program & early access
16014,38,3,662.38,4.5681379310344825,265,123,United Kingdom,0,Active Mid,603.62,Low,10.2,3,3,2,8,Loyal Customers,Upsell premium products & bundles
16015,4,3,705.39,3.875769230769231,909,146,United Kingdom,0,Active Mid,707.86,Low,1.1,4,3,3,10,Champions,Reward with loyalty program & early access
16016,3,8,1508.76,6.420255319148936,620,156,United Kingdom,0,Active Mid,1553.95,Low,0.8,4,4,3,11,Champions,Reward with loyalty program & early access
16017,47,1,211.88,6.62125,102,26,United Kingdom,0,Active Mid,186.14,Medium,12.6,3,1,1,5,At Risk,Send re-engagement email with offers
16018,39,2,408.90000000000003,14.60357142857143,190,26,United Kingdom,0,Active Mid,369.77,Low,10.4,3,2,2,7,Potential Loyalists,Offer membership & personalized offers
16019,47,9,3786.2400000000002,23.664,1733,133,United Kingdom,0,Active Mid,3452.98,Medium,12.6,3,4,4,11,Champions,Reward with loyalty program & early access
16020,17,3,851.01,18.500217391304346,487,42,United Kingdom,0,Active Mid,823.99,Low,4.5,4,3,3,10,Champions,Reward with loyalty program & early access
16022,260,1,628.28,8.266842105263157,261,68,United Kingdom,1,Dormant Low,192.42,High,69.5,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16023,46,3,719.81,7.126831683168317,358,90,United Kingdom,0,Active Mid,640.34,Medium,12.3,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16024,12,1,251.24,3.925625,398,61,United Kingdom,0,Active Mid,244.34,Low,3.2,4,1,1,6,Potential Loyalists,Offer membership & personalized offers
16025,30,1,439.65999999999997,15.702142857142857,338,28,United Kingdom,0,Active Mid,406.33,Low,8.0,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
16026,43,1,236.09,7.3778125,243,30,United Kingdom,0,Active Mid,209.95,Low,11.5,3,1,1,5,At Risk,Send re-engagement email with offers
16027,92,6,934.62,58.41375,1147,11,United Kingdom,0,Active Mid,724.94,High,24.6,2,4,3,9,Loyal Customers,Upsell premium products & bundles
16029,39,63,81024.84,334.813388429752,40208,44,United Kingdom,2,VIP,94452.62,Low,10.4,3,4,4,11,Champions,Reward with loyalty program & early access
16030,310,1,331.24,11.422068965517242,283,28,United Kingdom,1,Dormant Low,56.95,High,82.9,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16031,92,2,548.94,5.489400000000001,423,91,United Kingdom,0,Active Mid,417.87,High,24.6,2,2,2,6,Potential Loyalists,Offer membership & personalized offers
16033,6,20,8816.4,7.754089709762533,3539,538,United Kingdom,3,High Value,9505.1,Low,1.6,4,4,4,12,Champions,Reward with loyalty program & early access
16034,196,3,437.7,19.895454545454545,242,18,United Kingdom,1,Dormant Low,211.31,High,52.4,1,3,2,6,Potential Loyalists,Offer membership & personalized offers
16036,87,2,758.92,13.798545454545454,716,55,United Kingdom,0,Active Mid,587.95,Medium,23.3,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
16037,270,3,855.02,21.923589743589744,428,37,United Kingdom,1,Dormant Low,241.17,High,72.2,1,3,3,7,Potential Loyalists,Offer membership & personalized offers
16038,8,3,471.78000000000003,18.145384615384618,244,24,United Kingdom,0,Active Mid,468.32,Low,2.1,4,3,2,9,Loyal Customers,Upsell premium products & bundles
16040,65,3,1313.55,20.20846153846154,684,57,United Kingdom,0,Active Mid,1100.84,Medium,17.4,2,3,3,8,Loyal Customers,Upsell premium products & bundles
16041,31,3,3166.4,527.7333333333333,1584,6,United Kingdom,0,Active Mid,2945.63,Low,8.3,3,3,4,10,Champions,Reward with loyalty program & early access
16042,22,5,1197.27,16.862957746478873,755,68,United Kingdom,0,Active Mid,1153.8,Low,5.9,3,4,3,10,Champions,Reward with loyalty program & early access
16043,38,4,773.99,19.845897435897434,503,30,United Kingdom,0,Active Mid,708.66,Low,10.2,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16045,120,4,1340.7,16.15301204819277,897,71,United Kingdom,0,Active Mid,927.96,High,32.1,2,3,3,8,Loyal Customers,Upsell premium products & bundles
16048,373,2,256.44,32.055,144,8,United Kingdom,1,Dormant Low,0.69,High,99.7,1,2,1,4,At Risk,Send win-back campaign with 20% discount
16049,40,3,1111.79,3.563429487179487,793,248,United Kingdom,0,Active Mid,1007.13,Low,10.7,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16050,174,1,137.9,13.790000000000001,278,10,United Kingdom,1,Dormant Low,74.1,High,46.5,1,1,1,3,Lost,Last chance discount or remove from list
16052,54,1,362.06,10.648823529411764,282,34,United Kingdom,0,Active Mid,311.27,Medium,14.4,2,1,2,5,At Risk,Send re-engagement email with offers
16053,33,2,1511.95,17.999404761904763,1793,81,United Kingdom,0,Active Mid,1391.73,Low,8.8,3,2,3,8,Loyal Customers,Upsell premium products & bundles
16054,145,1,783.9,11.198571428571428,380,70,United Kingdom,1,Dormant Low,482.28,High,38.8,1,1,3,5,At Risk,Send win-back campaign with 20% discount
16055,221,1,134.8,16.85,22,8,United Kingdom,1,Dormant Low,55.41,High,59.1,1,1,1,3,Lost,Last chance discount or remove from list
16056,45,1,664.85,9.777205882352941,347,66,United Kingdom,0,Active Mid,587.65,Low,12.0,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
16057,16,7,2263.12,18.703471074380165,863,109,United Kingdom,0,Active Mid,2238.86,Low,4.3,4,4,4,12,Champions,Reward with loyalty program & early access
16059,66,6,1459.8600000000001,8.110333333333333,643,126,United Kingdom,0,Active Mid,1236.75,Medium,17.6,2,4,3,9,Loyal Customers,Upsell premium products & bundles
16062,10,4,1153.62,18.0253125,800,50,United Kingdom,0,Active Mid,1144.26,Low,2.7,4,3,3,10,Champions,Reward with loyalty program & early access
16063,260,1,335.32,14.57913043478261,262,23,United Kingdom,1,Dormant Low,102.7,High,69.5,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16065,365,1,372.09,5.028243243243243,231,71,United Kingdom,1,Dormant Low,9.0,High,97.6,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16066,17,5,1521.87,14.920294117647058,936,77,United Kingdom,0,Active Mid,1487.45,Low,4.5,4,4,3,11,Champions,Reward with loyalty program & early access
16070,22,2,852.15,25.82272727272727,457,32,United Kingdom,0,Active Mid,809.7,Low,5.9,3,2,3,8,Loyal Customers,Upsell premium products & bundles
16071,45,1,326.24,15.535238095238096,180,21,United Kingdom,0,Active Mid,288.36,Low,12.0,3,1,2,6,Potential Loyalists,Offer membership & personalized offers
16072,288,1,584.3199999999999,25.405217391304344,140,23,United Kingdom,1,Dormant Low,135.01,High,77.0,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16073,297,1,122.39999999999999,122.39999999999999,48,1,United Kingdom,1,Dormant Low,25.32,High,79.4,1,1,1,3,Lost,Last chance discount or remove from list
16076,3,10,2234.73,17.323488372093024,1435,71,United Kingdom,0,Active Mid,2322.87,Low,0.8,4,4,4,12,Champions,Reward with loyalty program & early access
16078,284,1,79.2,79.2,16,1,United Kingdom,1,Dormant Low,19.15,High,75.9,1,1,1,3,Lost,Last chance discount or remove from list
16079,17,3,1352.0,64.38095238095238,864,18,United Kingdom,0,Active Mid,1309.07,Low,4.5,4,3,3,10,Champions,Reward with loyalty program & early access
16080,82,2,217.16,21.716,128,10,United Kingdom,0,Active Mid,171.17,Medium,21.9,2,2,1,5,At Risk,Send re-engagement email with offers
16081,56,5,2806.9,12.365198237885464,1477,175,United Kingdom,0,Active Mid,2443.71,Medium,15.0,2,4,4,10,Champions,Reward with loyalty program & early access
16083,101,2,1317.62,42.50387096774193,908,31,United Kingdom,0,Active Mid,971.0,High,27.0,2,2,3,7,Potential Loyalists,Offer membership & personalized offers
16084,299,1,436.18,11.47842105263158,216,38,United Kingdom,1,Dormant Low,87.89,High,79.9,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16085,23,5,981.51,5.877305389221557,636,123,United Kingdom,0,Active Mid,943.19,Low,6.1,3,4,3,10,Champions,Reward with loyalty program & early access
16086,59,5,1121.39,28.753589743589746,511,24,United Kingdom,0,Active Mid,967.08,Medium,15.8,2,4,3,9,Loyal Customers,Upsell premium products & bundles
16091,155,2,315.06,17.503333333333334,154,16,United Kingdom,1,Dormant Low,186.25,High,41.4,1,2,2,5,At Risk,Send win-back campaign with 20% discount
16092,115,3,817.86,16.036470588235293,628,37,United Kingdom,0,Active Mid,574.51,High,30.7,2,3,3,8,Loyal Customers,Upsell premium products & bundles
16093,107,1,17.0,17.0,20,1,United Kingdom,0,Active Mid,12.19,High,28.6,2,1,1,4,At Risk,Send win-back campaign with 20% discount
16094,12,4,1078.23,17.114761904761906,647,48,United Kingdom,0,Active Mid,1063.61,Low,3.2,4,3,3,10,Champions,Reward with loyalty program & early access
16096,264,1,320.62,26.718333333333334,155,12,United Kingdom,1,Dormant Low,94.75,High,70.6,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16097,240,1,185.04999999999998,18.505,87,10,United Kingdom,1,Dormant Low,66.62,High,64.2,1,1,1,3,Lost,Last chance discount or remove from list
16098,88,7,2005.63,29.934776119402986,613,34,United Kingdom,0,Active Mid,1585.09,Medium,23.5,2,4,4,10,Champions,Reward with loyalty program & early access
16099,50,3,731.9,18.766666666666666,434,29,United Kingdom,0,Active Mid,643.15,Medium,13.4,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16101,71,1,1290.7,16.982894736842105,757,76,United Kingdom,0,Active Mid,1050.68,Medium,19.0,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
16102,42,3,1842.14,32.31824561403509,942,41,United Kingdom,0,Active Mid,1658.74,Low,11.2,3,3,4,10,Champions,Reward with loyalty program & early access
16103,7,6,1429.64,29.784166666666668,558,30,United Kingdom,0,Active Mid,1443.16,Low,1.9,4,4,3,11,Champions,Reward with loyalty program & early access
16104,62,1,302.36,10.426206896551724,123,28,United Kingdom,0,Active Mid,253.44,Medium,16.6,2,1,1,4,At Risk,Send re-engagement email with offers
16105,249,1,336.96,25.919999999999998,330,13,United Kingdom,1,Dormant Low,113.16,High,66.6,1,1,2,4,At Risk,Send win-back campaign with 20% discount
16106,66,1,108.38,18.063333333333333,74,6,United Kingdom,0,Active Mid,89.68,Medium,17.6,2,1,1,4,At Risk,Send re-engagement email with offers
16107,18,7,3204.1600000000003,103.36000000000001,1176,16,United Kingdom,0,Active Mid,3152.1,Low,4.8,4,4,4,12,Champions,Reward with loyalty program & early access
16108,85,1,842.5,17.552083333333332,615,48,United Kingdom,0,Active Mid,654.14,Medium,22.7,2,1,3,6,Potential Loyalists,Offer membership & personalized offers
16109,219,2,611.88,33.99333333333333,612,18,United Kingdom,1,Dormant Low,256.01,High,58.6,1,2,2,5,At Risk,Send win-back campaign with 20% discount
16110,45,3,1337.48,3.77819209039548,733,283,United Kingdom,0,Active Mid,1193.44,Low,12.0,3,3,3,9,Loyal Customers,Upsell premium products & bundles
16112,143,4,195.73999999999998,12.233749999999999,574,15,United Kingdom,0,Active Mid,123.21,High,38.2,1,3,1,5,At Risk,Send win-back campaign with 20% discount
16113,183,1,161.38,5.379333333333333,176,30,United Kingdom,1,Dormant Low,82.81,High,48.9,1,1,1,3,Lost,Last chance discount or remove from list
16114,171,1,135.75000000000003,16.968750000000004,43,8,United Kingdom,1,Dormant Low,74.04,High,45.7,1,1,1,3,Lost,Last chance discount or remove from list
16115,10,8,1667.97,5.873133802816901,1001,169,United Kingdom,0,Active Mid,1685.51,Low,2.7,4,4,4,12,Champions,Reward with loyalty program & early access
